compound_name,chembl_id,found
FIPEXIDE,CHEMBL254857,True
RIFAMYCIN,CHEMBL437765,True
SERTINDOLE,CHEMBL12713,True
TAPENTADOL,CHEMBL1201776,True
PHOSPHORIC ACID,CHEMBL1187,True
THALIDOMIDE,CHEMBL468,True
APREPITANT,CHEMBL1471,True
INDINAVIR ANHYDROUS,CHEMBL115,True
WATER,CHEMBL1098659,True
ESTAZOLAM,CHEMBL285674,True
DIFEMERINE,CHEMBL3304486,True
PENICILLIN V POTASSIUM,CHEMBL1200852,True
BARIUM SULFATE,CHEMBL2105897,True
CLINDAMYCIN PHOSPHATE,CHEMBL3184512,True
FLUMETHASONE PIVALATE,CHEMBL1200877,True
DEUCRAVACITINIB,CHEMBL4435170,True
GOZETOTIDE,CHEMBL3578202,True
REMDESIVIR,CHEMBL4065616,True
PEMETREXED TROMETHAMINE,CHEMBL3989962,True
TALAPORFIN SODIUM,CHEMBL2107806,True
AMOPROXAN,CHEMBL2104537,True
TEMSIROLIMUS,CHEMBL1201182,True
MAGNESIUM TRISILICATE,CHEMBL2096633,True
PHENYLEPHRINE HYDROCHLORIDE,CHEMBL1200339,True
SIBUTRAMINE HYDROCHLORIDE,CHEMBL3989830,True
ADAGRASIB,CHEMBL4594350,True
ANILERIDINE PHOSPHATE,CHEMBL1200543,True
OBETICHOLIC ACID,CHEMBL566315,True
PHENIRAMINE,CHEMBL1193,True
SPECTINOMYCIN,CHEMBL1167,True
METHIXENE,CHEMBL1201342,True
MICAFUNGIN SODIUM,CHEMBL1237070,True
FENTANYL,CHEMBL596,True
MEROPENEM,CHEMBL127,True
FENOLDOPAM,CHEMBL588,True
WARFARIN SODIUM,CHEMBL1200879,True
MITOTANE,CHEMBL1670,True
NELFINAVIR,CHEMBL584,True
ELEXACAFTOR,CHEMBL4298128,True
NALOXONE HYDROCHLORIDE DIHYDRATE,CHEMBL5315056,True
OXCARBAZEPINE,CHEMBL1068,True
PYRIDOXINE HYDROCHLORIDE,CHEMBL1200756,True
METHYLDOPATE,CHEMBL1201233,True
THIETHYLPERAZINE MALATE,CHEMBL2359670,True
OZAGREL,CHEMBL11662,True
BITOLTEROL MESYLATE,CHEMBL1200405,True
IOTHALAMATE SODIUM I 125,CHEMBL2106318,True
NIFURTIMOX,CHEMBL290960,True
CABOZANTINIB,CHEMBL2105717,True
ALTRETAMINE,CHEMBL1455,True
CLOPIDOGREL HYDROCHLORIDE,CHEMBL6068338,True
VONOPRAZAN FUMARATE,CHEMBL2064032,True
AMDINOCILLIN,CHEMBL530,True
TRIMIPRAMINE MALEATE,CHEMBL1200948,True
MYCOPHENOLATE SODIUM,CHEMBL2106643,True
ACETYLCYSTEINE LYSINE,CHEMBL6068327,True
ILOPERIDONE,CHEMBL14376,True
CYCLOPHOSPHAMIDE,CHEMBL1200796,True
GRAZOPREVIR ANHYDROUS,CHEMBL2063090,True
CYSTEAMINE,CHEMBL602,True
METHACYCLINE,CHEMBL249837,True
LEVOTHYROXINE SODIUM,CHEMBL2103741,True
RALTEGRAVIR,CHEMBL254316,True
SODIUM LACTATE,CHEMBL1357,True
PREDNISOLONE,CHEMBL131,True
PENTAMIDINE,CHEMBL55,True
DECAMETHONIUM,CHEMBL1190,True
PYRITINOL,CHEMBL488093,True
PHENACEMIDE,CHEMBL918,True
POLIHEXANIDE,CHEMBL2106939,True
RIVASTIGMINE TARTRATE,CHEMBL1201092,True
ANTAZOLINE PHOSPHATE,CHEMBL1200550,True
METHSCOPOLAMINE BROMIDE,CHEMBL1354199,True
PHENYLEPHRINE,CHEMBL1215,True
EZOGABINE,CHEMBL41355,True
CALCIFEDIOL ANHYDROUS,CHEMBL1040,True
TAPINAROF,CHEMBL259571,True
EPOPROSTENOL,CHEMBL1139,True
TEMOPORFIN,CHEMBL500576,True
GLYCOPYRRONIUM,CHEMBL1201335,True
PROTRIPTYLINE,CHEMBL668,True
PROGUANIL,CHEMBL1377,True
EBASTINE,CHEMBL305660,True
UMBRALISIB,CHEMBL3948730,True
PIMAVANSERIN TARTRATE,CHEMBL2448613,True
PAFOLACIANINE,CHEMBL4297412,True
TERFENADINE,CHEMBL17157,True
ROPINIROLE HYDROCHLORIDE,CHEMBL1200411,True
NIALAMIDE,CHEMBL1256841,True
HEXOCYCLIUM,CHEMBL1201325,True
ANAGESTONE ACETATE,CHEMBL2104489,True
RISEDRONATE SODIUM,CHEMBL1654,True
ESTRADIOL CYPIONATE,CHEMBL1200973,True
DIENOGEST,CHEMBL1201864,True
AVATROMBOPAG MALEATE,CHEMBL2105758,True
TRIFLURIDINE,CHEMBL1129,True
LEVOCETIRIZINE DIHYDROCHLORIDE,CHEMBL1201190,True
OSILODROSTAT PHOSPHATE,CHEMBL3707393,True
CILASTATIN SODIUM,CHEMBL1201057,True
PHENOLPHTHALEIN,CHEMBL63857,True
MEMANTINE,CHEMBL807,True
PEMIGATINIB,CHEMBL4297522,True
CEFDITOREN PIVOXIL,CHEMBL454446,True
MACIMORELIN ACETATE,CHEMBL2364617,True
PEMAFIBRATE,CHEMBL247951,True
ETHAMBUTOL HYDROCHLORIDE,CHEMBL3140361,True
LEFAMULIN,CHEMBL3291398,True
DEXIBUPROFEN,CHEMBL175,True
OMEPRAZOLE MAGNESIUM,CHEMBL1567328,True
FENOLDOPAM MESYLATE,CHEMBL1026,True
MAGNESIUM OXYBATE,CHEMBL4594394,True
CEFTIZOXIME SODIUM,CHEMBL1201019,True
DEXTROAMPHETAMINE,CHEMBL612,True
CEFACLOR ANHYDROUS,CHEMBL680,True
DACOMITINIB ANHYDROUS,CHEMBL2110732,True
MEFENAMIC ACID,CHEMBL686,True
COBICISTAT,CHEMBL2095208,True
CABOZANTINIB S-MALATE,CHEMBL2103868,True
PENTETATE CALCIUM TRISODIUM,CHEMBL1200945,True
ZAFIRLUKAST,CHEMBL603,True
TERODILINE HYDROCHLORIDE,CHEMBL539770,True
ATRACURIUM,CHEMBL1360,True
LENALIDOMIDE HYDROCHLORIDE MONOHYDRATE,CHEMBL6068337,True
TIROFIBAN,CHEMBL916,True
DOLASETRON,CHEMBL2368925,True
NILUTAMIDE,CHEMBL1274,True
PANTOPRAZOLE SODIUM,CHEMBL3989559,True
OLMESARTAN MEDOXOMIL,CHEMBL1200692,True
CLOCORTOLONE PIVALATE,CHEMBL1200975,True
QUINETHAZONE,CHEMBL1532,True
METHICILLIN,CHEMBL575,True
NALOXEGOL,CHEMBL2219418,True
LONAFARNIB,CHEMBL298734,True
HEXOCYCLIUM METHYLSULFATE,CHEMBL1626570,True
TOLVAPTAN,CHEMBL344159,True
CEPHAPIRIN,CHEMBL1599,True
FUROSEMIDE,CHEMBL35,True
ACETARSONE,CHEMBL1330792,True
CLOPIDOGREL HYDROBROMIDE,CHEMBL6068343,True
ESTRAMUSTINE PHOSPHATE SODIUM,CHEMBL1200721,True
PANTOTHENIC ACID,CHEMBL1594,True
ATRACURIUM BESYLATE,CHEMBL1200527,True
DIATRIZOATE MEGLUMINE,CHEMBL1200839,True
EDETATE DISODIUM ANHYDROUS,CHEMBL1749,True
MIVACURIUM CHLORIDE,CHEMBL984,True
MEXILETINE,CHEMBL558,True
DEXKETOPROFEN,CHEMBL75435,True
TRAVOPROST,CHEMBL1200799,True
LINCOMYCIN,CHEMBL1447,True
PHENOBARBITAL,CHEMBL40,True
TOLBUTAMIDE,CHEMBL782,True
ARTICAINE,CHEMBL1093,True
DIHYDROCODEINE,CHEMBL1595,True
DICLOXACILLIN SODIUM,CHEMBL1200701,True
FLUOCINONIDE,CHEMBL1501,True
UMBRALISIB TOSYLATE,CHEMBL3989869,True
RIBOFLAVIN,CHEMBL1534,True
QUIZARTINIB,CHEMBL576982,True
FAMOTIDINE,CHEMBL902,True
LAZERTINIB,CHEMBL4558324,True
IOPAMIDOL,CHEMBL1200932,True
ERAVACYCLINE DIHYDROCHLORIDE,CHEMBL2219414,True
OSIMERTINIB MESYLATE,CHEMBL3545063,True
POTASSIUM OXYBATE,CHEMBL4594395,True
CEFAZOLIN,CHEMBL1435,True
DESOXYCORTICOSTERONE ACETATE,CHEMBL1200542,True
SULFOXONE SODIUM,CHEMBL1200580,True
NITAZOXANIDE,CHEMBL1401,True
LAROTRECTINIB SULFATE,CHEMBL3989939,True
STREPTOMYCIN,CHEMBL372795,True
BUTENAFINE,CHEMBL990,True
NICLOSAMIDE,CHEMBL1448,True
SERTACONAZOLE NITRATE,CHEMBL1200725,True
TALAZOPARIB,CHEMBL3137320,True
OMARIGLIPTIN,CHEMBL2105762,True
AVOBENZONE,CHEMBL1200522,True
TOBRAMYCIN,CHEMBL1747,True
ALPELISIB,CHEMBL2396661,True
CLOPIDOGREL BESILATE,CHEMBL6068333,True
PERHEXILINE MALEATE,CHEMBL1334033,True
BENOXAPROFEN,CHEMBL340978,True
ARSENIC TRIOXIDE,CHEMBL5483015,True
TEMAZEPAM,CHEMBL967,True
TEGASEROD,CHEMBL76370,True
ENFLURANE,CHEMBL1257,True
CEFTRIAXONE,CHEMBL161,True
SOLIFENACIN SUCCINATE,CHEMBL1200803,True
DICUMAROL,CHEMBL1466,True
KRYPTON,CHEMBL1233877,True
AMBENONIUM CHLORIDE,CHEMBL1200541,True
CALCIUM CARBONATE,CHEMBL1200539,True
SULFAMETER,CHEMBL1200359,True
SITAXENTAN,CHEMBL282724,True
PERINDOPRIL ERBUMINE,CHEMBL1200343,True
NAPROXEN SODIUM,CHEMBL1200806,True
AFATINIB DIMALEATE,CHEMBL2105712,True
DIBUCAINE HYDROCHLORIDE,CHEMBL1200612,True
TRYPAN BLUE,CHEMBL1640,True
ISOFLUROPHATE,CHEMBL1025,True
DEMECARIUM BROMIDE,CHEMBL1200514,True
OXYMORPHONE HYDROCHLORIDE,CHEMBL1200794,True
CYCLIZINE LACTATE,CHEMBL1200497,True
EMTRICITABINE,CHEMBL885,True
TOLMETIN,CHEMBL1020,True
FLUDEOXYGLUCOSE F 18,CHEMBL2030434,True
QUINACRINE,CHEMBL7568,True
ETOPOSIDE,CHEMBL44657,True
MINOXIDIL,CHEMBL802,True
ACORAMIDIS,CHEMBL3940890,True
CLOMIPHENE,CHEMBL2355051,True
IRINOTECAN HYDROCHLORIDE,CHEMBL3989514,True
BECLOBRATE,CHEMBL152684,True
IOVERSOL,CHEMBL1200614,True
CEFTOBIPROLE MEDOCARIL FREE ACID,CHEMBL1652606,True
DEXCHLORPHENIRAMINE MALEATE,CHEMBL1200927,True
SIBUTRAMINE,CHEMBL1419,True
GEPIRONE,CHEMBL284092,True
OXYPHENCYCLIMINE HYDROCHLORIDE,CHEMBL1200891,True
SOTAGLIFLOZIN,CHEMBL3039507,True
LEVALBUTEROL TARTRATE,CHEMBL3989693,True
DIPIVEFRIN,CHEMBL1201262,True
CARTEOLOL,CHEMBL839,True
PROCAINE HYDROCHLORIDE,CHEMBL1200841,True
CRAVACITINIB,CHEMBL4596392,True
PIOGLITAZONE HYDROCHLORIDE,CHEMBL1715,True
CLAVULANATE POTASSIUM,CHEMBL1003,True
LEUCOVORIN CALCIUM,CHEMBL1201138,True
BEXAGLIFLOZIN,CHEMBL1808388,True
METHYLENE BLUE,CHEMBL550495,True
CEPHALOTHIN SODIUM,CHEMBL1632,True
HALOFANTRINE,CHEMBL1107,True
GATIFLOXACIN,CHEMBL31,True
TOLBUTAMIDE SODIUM,CHEMBL1200874,True
CLOFAZIMINE,CHEMBL1292,True
TIVOZANIB,CHEMBL1289494,True
AZATADINE MALEATE,CHEMBL3544908,True
LABETALOL,CHEMBL429,True
OXYPHENONIUM BROMIDE,CHEMBL1200906,True
BUPROPION,CHEMBL894,True
NALMEFENE,CHEMBL982,True
TOLRESTAT,CHEMBL436,True
CHLORAMBUCIL,CHEMBL515,True
LAPYRIUM,CHEMBL1201786,True
BENZIODARONE,CHEMBL232201,True
CALCIPOTRIENE,CHEMBL1200666,True
METFORMIN HYDROCHLORIDE,CHEMBL1703,True
FLUORESCEIN SODIUM,CHEMBL1628233,True
TERAZOSIN,CHEMBL611,True
DEFERASIROX,CHEMBL550348,True
SULINDAC,CHEMBL15770,True
AZTREONAM LYSINE,CHEMBL3833340,True
METHOXSALEN,CHEMBL416,True
LANDIOLOL HYDROCHLORIDE,CHEMBL2362410,True
OXYPHENISATINE,CHEMBL245807,True
FEDRATINIB,CHEMBL1287853,True
ERIBULIN MESYLATE,CHEMBL1683544,True
ERAVACYCLINE,CHEMBL1951095,True
SERATRODAST,CHEMBL70972,True
DIETHYLPROPION HYDROCHLORIDE,CHEMBL1693,True
CARBIDOPA ANHYDROUS,CHEMBL1201236,True
CEFOTETAN,CHEMBL474579,True
OXYTETRACYCLINE,CHEMBL1517,True
CANDESARTAN CILEXETIL,CHEMBL1014,True
DILTIAZEM HYDROCHLORIDE,CHEMBL1697,True
AMODIAQUINE,CHEMBL682,True
PERFLUTREN,CHEMBL1663,True
SULFACYTINE,CHEMBL1201056,True
ESTRONE,CHEMBL1405,True
HALCINONIDE,CHEMBL1200845,True
PRILOCAINE HYDROCHLORIDE,CHEMBL1200586,True
AMITRIPTYLINE,CHEMBL629,True
CEFOPERAZONE SODIUM,CHEMBL1200482,True
FILGOTINIB,CHEMBL3301607,True
METHYLPREDNISOLONE ACETATE,CHEMBL1364144,True
OXICONAZOLE NITRATE,CHEMBL1200836,True
MEXILETINE HYDROCHLORIDE,CHEMBL1200606,True
DESOXIMETASONE,CHEMBL1766,True
BIPERIDEN,CHEMBL1101,True
NILOTINIB HYDROCHLORIDE MONOHYDRATE,CHEMBL1201740,True
CHLOROTHIAZIDE SODIUM,CHEMBL1200616,True
PRILOCAINE,CHEMBL1194,True
ALPROSTADIL,CHEMBL495,True
GLYCOPYRRONIUM TOSYLATE,CHEMBL3707243,True
SULFAMETHIZOLE,CHEMBL1191,True
METHAPYRILENE HYDROCHLORIDE,CHEMBL1255739,True
PINACIDIL,CHEMBL1200338,True
TAUROLIDINE,CHEMBL2105420,True
LEVOMETHADYL ACETATE,CHEMBL1514,True
PROTOKYLOL HYDROCHLORIDE,CHEMBL1200893,True
METHYLPREDNISOLONE HEMISUCCINATE,CHEMBL1201265,True
ACETAZOLAMIDE SODIUM,CHEMBL1200814,True
AMIODARONE,CHEMBL633,True
INDOCYANINE GREEN ACID FORM,CHEMBL1201304,True
DEQUALINIUM CHLORIDE,CHEMBL121663,True
SPARTEINE,CHEMBL1908847,True
DESONIDE,CHEMBL1201109,True
THIOTEPA,CHEMBL671,True
BAZEDOXIFENE,CHEMBL46740,True
LEVOCETIRIZINE,CHEMBL1201191,True
PSEUDOEPHEDRINE,CHEMBL1590,True
ETONOGESTREL,CHEMBL1531,True
THEOPHYLLINE GLYCINATE,CHEMBL1208646,True
MIGALASTAT HYDROCHLORIDE,CHEMBL2107355,True
FOSCARNET SODIUM,CHEMBL754,True
RETINOL,CHEMBL986,True
RAMOSETRON HYDROCHLORIDE,CHEMBL3181841,True
BIPERIDEN HYDROCHLORIDE,CHEMBL1201035,True
ETODOLAC,CHEMBL622,True
DOXAPRAM HYDROCHLORIDE,CHEMBL3989519,True
AMDINOCILLIN PIVOXIL,CHEMBL1650818,True
TETRAZEPAM,CHEMBL2105527,True
METAXALONE,CHEMBL1079604,True
TETRAHYDROZOLINE,CHEMBL1266,True
NONOXYNOL 9,CHEMBL1410,True
LEVONORGESTREL,CHEMBL1389,True
OMADACYCLINE,CHEMBL1689772,True
CLONAZEPAM,CHEMBL452,True
ROLAPITANT HYDROCHLORIDE,CHEMBL3707330,True
TRILACICLIB,CHEMBL3894860,True
ECONAZOLE NITRATE,CHEMBL1201049,True
DEXPANTHENOL,CHEMBL1200979,True
AMINOCAPROIC ACID,CHEMBL1046,True
RESCINNAMINE,CHEMBL1668,True
BEROTRALSTAT,CHEMBL5189739,True
DIETHYLSTILBESTROL,CHEMBL411,True
ATOGEPANT,CHEMBL3991065,True
CEFEPIME,CHEMBL186,True
TRIMETHOPRIM SULFATE,CHEMBL2110367,True
AZELAIC ACID,CHEMBL1238,True
ARTEMETHER,CHEMBL566534,True
GABAPENTIN ENACARBIL,CHEMBL1628502,True
BETAMETHASONE VALERATE,CHEMBL1497,True
PSEUDOEPHEDRINE SULFATE,CHEMBL3989855,True
ACALABRUTINIB,CHEMBL3707348,True
BUDESONIDE,CHEMBL1370,True
TELOTRISTAT ETIPRATE,CHEMBL3348963,True
GENTIAN VIOLET,CHEMBL64894,True
LEVOPROPOXYPHENE NAPSYLATE,CHEMBL1593906,True
ACYCLOVIR,CHEMBL184,True
ALENDRONATE SODIUM,CHEMBL675,True
ISOSORBIDE,CHEMBL1200660,True
INDACATEROL MALEATE,CHEMBL1789842,True
DOPAMINE HYDROCHLORIDE,CHEMBL1557,True
CIMETIDINE HYDROCHLORIDE,CHEMBL1201051,True
CABOTEGRAVIR,CHEMBL2403238,True
GLYCERIN,CHEMBL692,True
VANZACAFTOR,CHEMBL5314934,True
NITROUS ACID,CHEMBL1161681,True
BALSALAZIDE,CHEMBL1201346,True
TRIFLUPROMAZINE HYDROCHLORIDE,CHEMBL1201102,True
PITAVASTATIN MAGNESIUM,CHEMBL3989923,True
PERFLEXANE,CHEMBL1200607,True
NAPHAZOLINE HYDROCHLORIDE,CHEMBL1706,True
TRICLOFOS SODIUM,CHEMBL1200789,True
VENLAFAXINE,CHEMBL637,True
TETRACYCLINE PHOSPHATE COMPLEX,CHEMBL1201071,True
RILPIVIRINE,CHEMBL175691,True
ELTROMBOPAG,CHEMBL461101,True
CARVEDILOL PHOSPHATE,CHEMBL1201167,True
LIDOCAINE,CHEMBL79,True
HYDROCORTISONE,CHEMBL389621,True
LATANOPROST,CHEMBL1051,True
DEXLANSOPRAZOLE,CHEMBL1201863,True
SULFISOXAZOLE,CHEMBL453,True
COPANLISIB HYDROCHLORIDE,CHEMBL3545068,True
ACETYLDIGITOXIN,CHEMBL3545057,True
FEXINIDAZOLE,CHEMBL1631694,True
ENTRECTINIB,CHEMBL1983268,True
TAMSULOSIN HYDROCHLORIDE,CHEMBL1200914,True
PALONOSETRON HYDROCHLORIDE,CHEMBL1720,True
TETRACYCLINE HYDROCHLORIDE,CHEMBL454950,True
BETHANECHOL CHLORIDE,CHEMBL1768,True
BROMFENAC,CHEMBL1077,True
HYDROCORTISONE VALERATE,CHEMBL1200562,True
OXAMNIQUINE,CHEMBL847,True
ZOMEPIRAC,CHEMBL19490,True
TIRBANIBULIN,CHEMBL571546,True
ISOPROTERENOL HYDROCHLORIDE,CHEMBL1711,True
PROCAINE BENZYLPENICILLIN,CHEMBL1628385,True
METHAQUALONE HYDROCHLORIDE,CHEMBL2106829,True
REVUMENIB CITRATE,CHEMBL6068395,True
ZALCITABINE,CHEMBL853,True
BROTIZOLAM,CHEMBL32479,True
LEVAMISOLE HYDROCHLORIDE,CHEMBL1770,True
TESTOSTERONE CYPIONATE,CHEMBL1201101,True
ALBUTEROL,CHEMBL714,True
ALFENTANIL,CHEMBL634,True
CLINDAMYCIN PALMITATE,CHEMBL1201289,True
VORAPAXAR SULFATE,CHEMBL2107386,True
IMATINIB MESYLATE,CHEMBL1642,True
APREMILAST,CHEMBL514800,True
VINBLASTINE SULFATE,CHEMBL378544,True
INAMRINONE LACTATE,CHEMBL2096642,True
DIHYDROERGOTAMINE MESYLATE,CHEMBL1200517,True
IBUDILAST,CHEMBL19449,True
VINFLUNINE DITARTRATE,CHEMBL2105629,True
PRETOMANID,CHEMBL227875,True
IRINOTECAN,CHEMBL481,True
TRIOXSALEN,CHEMBL1475,True
PERAMPANEL,CHEMBL1214124,True
TRELAGLIPTIN,CHEMBL1650443,True
GALLIUM GA 68 GOZETOTIDE,CHEMBL5095039,True
MYCOPHENOLATE MOFETIL,CHEMBL1456,True
LEVOSALBUTAMOL,CHEMBL1002,True
MACIMORELIN,CHEMBL278623,True
CEFOTIAM HYDROCHLORIDE,CHEMBL4303232,True
REPAGLINIDE,CHEMBL1272,True
CEFADROXIL,CHEMBL1644,True
SOLRIAMFETOL,CHEMBL4297620,True
LORLATINIB,CHEMBL3286830,True
RELEBACTAM ANHYDROUS,CHEMBL3112741,True
SUFENTANIL CITRATE,CHEMBL1201163,True
PRAMIPEXOLE,CHEMBL301265,True
BUPROPION HYDROBROMIDE,CHEMBL1201735,True
BIOALLETHRIN,CHEMBL1788403,True
DIFLORASONE DIACETATE,CHEMBL1200545,True
"AMMONIA SOLUTION, STRONG",CHEMBL1160819,True
CEFMETAZOLE SODIUM,CHEMBL1201118,True
HEXAMETHYL PARAROSANILINE,CHEMBL459265,True
CARBINOXAMINE,CHEMBL864,True
TRICHLOROETHANE,CHEMBL16080,True
CAPECITABINE,CHEMBL1773,True
SULBACTAM SODIUM,CHEMBL1200944,True
ALCLOMETASONE DIPROPIONATE,CHEMBL1200989,True
BROMOCRIPTINE MESYLATE,CHEMBL1200503,True
ORLISTAT,CHEMBL175247,True
PENTAZOCINE HYDROCHLORIDE,CHEMBL3989510,True
CYCLOBARBITAL,CHEMBL268164,True
PROPOXYCAINE HYDROCHLORIDE,CHEMBL1769,True
LOXAPINE HYDROCHLORIDE,CHEMBL1201060,True
LITHIUM CITRATE ANHYDROUS,CHEMBL1201170,True
SUMATRIPTAN,CHEMBL128,True
ORITAVANCIN,CHEMBL1688530,True
LINEZOLID,CHEMBL126,True
DIAMTHAZOLE DIHYDROCHLORIDE,CHEMBL346235,True
ARIMOCLOMOL CITRATE,CHEMBL4298149,True
HALOPERIDOL,CHEMBL54,True
AMINOREX,CHEMBL106258,True
THIOSULFURIC ACID,CHEMBL1208642,True
ENCAINIDE HYDROCHLORIDE,CHEMBL2106155,True
ORPHENADRINE HYDROCHLORIDE,CHEMBL1201023,True
CHLORTETRACYCLINE HYDROCHLORIDE,CHEMBL2146063,True
LIDOCAINE HYDROCHLORIDE,CHEMBL1200409,True
MINAPRINE,CHEMBL278819,True
TOLMETIN SODIUM,CHEMBL1200613,True
CITRIC ACID,CHEMBL1261,True
ZANAMIVIR,CHEMBL222813,True
CRISABOROLE,CHEMBL484785,True
MIDAZOLAM HYDROCHLORIDE,CHEMBL1200420,True
MITOXANTRONE HYDROCHLORIDE,CHEMBL1417019,True
MICONAZOLE,CHEMBL91,True
2-MERCAPTOETHANESULFONIC ACID,CHEMBL1098319,True
METHACHOLINE,CHEMBL978,True
PARECOXIB,CHEMBL1206690,True
DACOMITINIB,CHEMBL2105719,True
SODIUM SUCCINATE,CHEMBL1200345,True
POTASSIUM SULFATE,CHEMBL2021424,True
SULFISOXAZOLE DIOLAMINE,CHEMBL1200321,True
ROFLUMILAST,CHEMBL193240,True
NALDEMEDINE TOSYLATE,CHEMBL3039508,True
LEVOMEFOLIC ACID,CHEMBL1231574,True
SUNITINIB,CHEMBL535,True
BEPRIDIL,CHEMBL1008,True
DICLOXACILLIN,CHEMBL893,True
CHLORPHENESIN CARBAMATE,CHEMBL607710,True
PYRIDOXINE,CHEMBL1364,True
MOBOCERTINIB SUCCINATE,CHEMBL4802239,True
FLUTAMIDE,CHEMBL806,True
DEXFENFLURAMINE HYDROCHLORIDE,CHEMBL1887891,True
XIMELAGATRAN,CHEMBL522038,True
BUTENAFINE HYDROCHLORIDE,CHEMBL1200397,True
SODIUM BENZOATE,CHEMBL1356,True
BUTOCONAZOLE,CHEMBL1295,True
ACETANILIDE,CHEMBL269644,True
FLECAINIDE ACETATE,CHEMBL1200822,True
TACROLIMUS ANHYDROUS,CHEMBL269732,True
EDETATE DISODIUM,CHEMBL3989507,True
PIPECURONIUM BROMIDE,CHEMBL1200722,True
PIRBUTEROL,CHEMBL1094966,True
DESVENLAFAXINE,CHEMBL1118,True
RITODRINE HYDROCHLORIDE,CHEMBL1367605,True
METHANTHELINE,CHEMBL1201264,True
RANELIC ACID,CHEMBL2107175,True
AMLODIPINE BESYLATE,CHEMBL1200402,True
NIACINAMIDE,CHEMBL1140,True
IPODATE CALCIUM,CHEMBL2068725,True
ZIDOVUDINE,CHEMBL129,True
AMOXICILLIN,CHEMBL1082,True
CLIDINIUM,CHEMBL620,True
RIVASTIGMINE,CHEMBL636,True
TIMOLOL MALEATE,CHEMBL1200870,True
PROCHLORPERAZINE MALEATE,CHEMBL1314751,True
DANTHRON,CHEMBL53418,True
PROCAINAMIDE,CHEMBL640,True
FLORBETABEN,CHEMBL1908906,True
DUVELISIB MONOHYDRATE,CHEMBL5315125,True
METHYLENE BLUE CATION,CHEMBL191083,True
POTASSIUM IODIDE,CHEMBL1141,True
PROPYLHEXEDRINE,CHEMBL2105275,True
SPARTEINE SULFATE,CHEMBL1908348,True
METABROMSALAN,CHEMBL1801800,True
OXYMETAZOLINE,CHEMBL762,True
NALDEMEDINE,CHEMBL2105755,True
ALENDRONIC ACID,CHEMBL870,True
DASABUVIR,CHEMBL3137312,True
ZOPICLONE,CHEMBL135400,True
CARPROFEN,CHEMBL1316,True
FLUMAZENIL,CHEMBL407,True
PRALIDOXIME,CHEMBL1420,True
COBIMETINIB,CHEMBL2146883,True
SILDENAFIL CITRATE,CHEMBL1737,True
VERALIPRIDE,CHEMBL2105581,True
DARIDOREXANT HYDROCHLORIDE,CHEMBL4650216,True
PANCURONIUM,CHEMBL185073,True
TRIMIPRAMINE,CHEMBL644,True
DYCLONINE HYDROCHLORIDE,CHEMBL1200478,True
NORFLOXACIN,CHEMBL9,True
APALUTAMIDE,CHEMBL3183409,True
ALMOTRIPTAN,CHEMBL1505,True
PROCAINE,CHEMBL569,True
ADEFOVIR DIPIVOXIL,CHEMBL922,True
VILANTEROL TRIFENATATE,CHEMBL1084172,True
DEXCHLORPHENIRAMINE,CHEMBL1201353,True
TRISILICATE,CHEMBL2109882,True
LEVOCABASTINE,CHEMBL1615438,True
XENON XE 127,CHEMBL1200673,True
LAMIVUDINE,CHEMBL141,True
HYDROXYZINE PAMOATE,CHEMBL1200467,True
CEFUROXIME AXETIL,CHEMBL1095930,True
SULFISOMIDINE,CHEMBL485696,True
BENZONATATE,CHEMBL1374379,True
MEPHENTERMINE,CHEMBL1201234,True
CLORAZEPIC ACID,CHEMBL1213252,True
ADENOSINE,CHEMBL477,True
ISAVUCONAZONIUM,CHEMBL1183349,True
NOVOBIOCIN SODIUM,CHEMBL3183453,True
ISOETHARINE,CHEMBL1201213,True
BENDAMUSTINE,CHEMBL487253,True
TRIHEPTANOIN,CHEMBL4297585,True
POTASSIUM BITARTRATE,CHEMBL2105248,True
CHLORPROMAZINE,CHEMBL71,True
CLIOQUINOL,CHEMBL497,True
METHENAMINE,CHEMBL1201270,True
MITOXANTRONE,CHEMBL58,True
TRYPAN BLUE FREE ACID,CHEMBL1089641,True
TAMOXIFEN CITRATE,CHEMBL786,True
DIPIVEFRIN HYDROCHLORIDE,CHEMBL1200833,True
HYDROGEN PEROXIDE,CHEMBL71595,True
GRISEOFULVIN,CHEMBL562,True
DIPYRONE,CHEMBL3989803,True
MIVACURIUM,CHEMBL1182833,True
CARBINOXAMINE MALEATE,CHEMBL1200974,True
GUANETHIDINE MONOSULFATE,CHEMBL1345,True
SODIUM TETRADECYL SULFATE,CHEMBL1200354,True
PHENYLPROPANOLAMINE,CHEMBL61006,True
ELAFIBRANOR,CHEMBL3707395,True
BETAZOLE HYDROCHLORIDE,CHEMBL1200949,True
FLUORESCEIN,CHEMBL1057,True
CEPHAPIRIN SODIUM,CHEMBL1201043,True
MAGNESIUM HYDROXIDE,CHEMBL1200718,True
AMPHETAMINE/DEXTROAMPHETAMINE,CHEMBL5095505,True
AVACOPAN,CHEMBL3989871,True
MEPHENYTOIN,CHEMBL861,True
DIQUAFOSOL TETRASODIUM,CHEMBL1767408,True
ECHOTHIOPHATE,CHEMBL1201341,True
CAPSAICIN,CHEMBL294199,True
LOPINAVIR,CHEMBL729,True
ROSUVASTATIN,CHEMBL1496,True
