target_id,go_id,go_name,go_aspect
CHEMBL4523659,GO:0006103,2-oxoglutarate metabolic process,GoProcess
CHEMBL4523659,GO:0006739,NADP metabolic process,GoProcess
CHEMBL4523659,GO:0006749,glutathione metabolic process,GoProcess
CHEMBL4523659,GO:0006979,response to oxidative stress,GoProcess
CHEMBL4523659,GO:0008585,female gonad development,GoProcess
CHEMBL4523659,GO:0005739,mitochondrion,GoComponent
CHEMBL4523659,GO:0005777,peroxisome,GoComponent
CHEMBL4523659,GO:0005829,cytosol,GoComponent
CHEMBL4523659,GO:0070062,extracellular exosome,GoComponent
CHEMBL4523659,GO:0000287,magnesium ion binding,GoFunction
CHEMBL4523659,GO:0004450,isocitrate dehydrogenase (NADP+) activity,GoFunction
CHEMBL4523659,GO:0016491,oxidoreductase activity,GoFunction
CHEMBL4523659,GO:0046872,metal ion binding,GoFunction
CHEMBL4523659,GO:0051287,NAD binding,GoFunction
CHEMBL4523659,GO:0005975,carbohydrate metabolic process,GoProcess
CHEMBL4523659,GO:0006097,glyoxylate cycle,GoProcess
CHEMBL4523659,GO:0006099,tricarboxylic acid cycle,GoProcess
CHEMBL4523659,GO:0006102,isocitrate metabolic process,GoProcess
CHEMBL4523659,GO:0006103,2-oxoglutarate metabolic process,GoProcess
CHEMBL4523659,GO:0006739,NADP metabolic process,GoProcess
CHEMBL4296169,GO:0003899,DNA-directed 5'-3' RNA polymerase activity,GoFunction
CHEMBL4296169,GO:0001054,RNA polymerase I activity,GoFunction
CHEMBL4296169,GO:0001055,RNA polymerase II activity,GoFunction
CHEMBL4296169,GO:0001056,RNA polymerase III activity,GoFunction
CHEMBL4296169,GO:0001057,RNA polymerase IV activity,GoFunction
CHEMBL4296169,GO:0001058,RNA polymerase V activity,GoFunction
CHEMBL4296169,GO:0001066,plastid single subunit type RNA polymerase activity,GoFunction
CHEMBL4296169,GO:0003677,DNA binding,GoFunction
CHEMBL4296169,GO:0005515,protein binding,GoFunction
CHEMBL4296169,GO:0016779,nucleotidyltransferase activity,GoFunction
CHEMBL4296169,GO:0034062,5'-3' RNA polymerase activity,GoFunction
CHEMBL4296169,GO:0006879,intracellular iron ion homeostasis,GoProcess
CHEMBL4296169,GO:0009408,response to heat,GoProcess
CHEMBL4296169,GO:0031564,transcription antitermination,GoProcess
CHEMBL4296169,GO:0036460,cellular response to cell envelope stress,GoProcess
CHEMBL4296169,GO:0042128,nitrate assimilation,GoProcess
CHEMBL4296169,GO:0044780,bacterial-type flagellum assembly,GoProcess
CHEMBL4296169,GO:0046677,response to antibiotic,GoProcess
CHEMBL4296169,GO:0048870,cell motility,GoProcess
CHEMBL4296169,GO:0071973,bacterial-type flagellum-dependent cell motility,GoProcess
CHEMBL4296169,GO:0090605,submerged biofilm formation,GoProcess
CHEMBL4296169,GO:0005737,cytoplasm,GoComponent
CHEMBL4296169,GO:0005829,cytosol,GoComponent
CHEMBL4296169,GO:0016020,membrane,GoComponent
CHEMBL4296169,GO:0000345,cytosolic DNA-directed RNA polymerase complex,GoComponent
CHEMBL4296169,GO:0000428,DNA-directed RNA polymerase complex,GoComponent
CHEMBL4296169,GO:0008023,transcription elongation factor complex,GoComponent
CHEMBL4296169,GO:0001054,RNA polymerase I activity,GoFunction
CHEMBL4296169,GO:0001055,RNA polymerase II activity,GoFunction
CHEMBL4296169,GO:0001056,RNA polymerase III activity,GoFunction
CHEMBL4296169,GO:0001057,RNA polymerase IV activity,GoFunction
CHEMBL4296169,GO:0001058,RNA polymerase V activity,GoFunction
CHEMBL4296169,GO:0001066,plastid single subunit type RNA polymerase activity,GoFunction
CHEMBL4296169,GO:0003677,DNA binding,GoFunction
CHEMBL4296169,GO:0003899,DNA-directed 5'-3' RNA polymerase activity,GoFunction
CHEMBL4296169,GO:0005515,protein binding,GoFunction
CHEMBL4296169,GO:0016779,nucleotidyltransferase activity,GoFunction
CHEMBL4296169,GO:0034062,5'-3' RNA polymerase activity,GoFunction
CHEMBL4296169,GO:0046983,protein dimerization activity,GoFunction
CHEMBL4296169,GO:0006879,intracellular iron ion homeostasis,GoProcess
CHEMBL4296169,GO:0009408,response to heat,GoProcess
CHEMBL4296169,GO:0031564,transcription antitermination,GoProcess
CHEMBL4296169,GO:0036460,cellular response to cell envelope stress,GoProcess
CHEMBL4296169,GO:0042128,nitrate assimilation,GoProcess
CHEMBL4296169,GO:0044780,bacterial-type flagellum assembly,GoProcess
CHEMBL4296169,GO:0048870,cell motility,GoProcess
CHEMBL4296169,GO:0071973,bacterial-type flagellum-dependent cell motility,GoProcess
CHEMBL4296169,GO:0090605,submerged biofilm formation,GoProcess
CHEMBL4296169,GO:0005737,cytoplasm,GoComponent
CHEMBL4296169,GO:0005829,cytosol,GoComponent
CHEMBL4296169,GO:0016020,membrane,GoComponent
CHEMBL4296169,GO:0000345,cytosolic DNA-directed RNA polymerase complex,GoComponent
CHEMBL4296169,GO:0000428,DNA-directed RNA polymerase complex,GoComponent
CHEMBL4296169,GO:0008023,transcription elongation factor complex,GoComponent
CHEMBL4296169,GO:0003899,DNA-directed 5'-3' RNA polymerase activity,GoFunction
CHEMBL4296169,GO:0000287,magnesium ion binding,GoFunction
CHEMBL4296169,GO:0001054,RNA polymerase I activity,GoFunction
CHEMBL4296169,GO:0001055,RNA polymerase II activity,GoFunction
CHEMBL4296169,GO:0001056,RNA polymerase III activity,GoFunction
CHEMBL4296169,GO:0001057,RNA polymerase IV activity,GoFunction
CHEMBL4296169,GO:0001058,RNA polymerase V activity,GoFunction
CHEMBL4296169,GO:0001066,plastid single subunit type RNA polymerase activity,GoFunction
CHEMBL4296169,GO:0003677,DNA binding,GoFunction
CHEMBL4296169,GO:0005515,protein binding,GoFunction
CHEMBL4296169,GO:0008270,zinc ion binding,GoFunction
CHEMBL4296169,GO:0016779,nucleotidyltransferase activity,GoFunction
CHEMBL4296169,GO:0034062,5'-3' RNA polymerase activity,GoFunction
CHEMBL4296169,GO:0046872,metal ion binding,GoFunction
CHEMBL4296169,GO:0006879,intracellular iron ion homeostasis,GoProcess
CHEMBL4296169,GO:0009408,response to heat,GoProcess
CHEMBL4296169,GO:0031564,transcription antitermination,GoProcess
CHEMBL4296169,GO:0036460,cellular response to cell envelope stress,GoProcess
CHEMBL4296169,GO:0042128,nitrate assimilation,GoProcess
CHEMBL4296169,GO:0044780,bacterial-type flagellum assembly,GoProcess
CHEMBL4296169,GO:0046677,response to antibiotic,GoProcess
CHEMBL4296169,GO:0048870,cell motility,GoProcess
CHEMBL4296169,GO:0071973,bacterial-type flagellum-dependent cell motility,GoProcess
CHEMBL4296169,GO:0090605,submerged biofilm formation,GoProcess
CHEMBL4296169,GO:0005737,cytoplasm,GoComponent
CHEMBL4296169,GO:0005829,cytosol,GoComponent
CHEMBL4296169,GO:0016020,membrane,GoComponent
CHEMBL4296169,GO:0000345,cytosolic DNA-directed RNA polymerase complex,GoComponent
CHEMBL4296169,GO:0000428,DNA-directed RNA polymerase complex,GoComponent
CHEMBL4296169,GO:0008023,transcription elongation factor complex,GoComponent
CHEMBL4296169,GO:0065003,protein-containing complex assembly,GoProcess
CHEMBL4296169,GO:0001000,bacterial-type RNA polymerase core enzyme binding,GoFunction
CHEMBL4296169,GO:0001054,RNA polymerase I activity,GoFunction
CHEMBL4296169,GO:0001055,RNA polymerase II activity,GoFunction
CHEMBL4296169,GO:0001056,RNA polymerase III activity,GoFunction
CHEMBL4296169,GO:0001057,RNA polymerase IV activity,GoFunction
CHEMBL4296169,GO:0001058,RNA polymerase V activity,GoFunction
CHEMBL4296169,GO:0001066,plastid single subunit type RNA polymerase activity,GoFunction
CHEMBL4296169,GO:0003677,DNA binding,GoFunction
CHEMBL4296169,GO:0003899,DNA-directed 5'-3' RNA polymerase activity,GoFunction
CHEMBL4296169,GO:0016779,nucleotidyltransferase activity,GoFunction
CHEMBL4296169,GO:0034062,5'-3' RNA polymerase activity,GoFunction
CHEMBL4296169,GO:0006879,intracellular iron ion homeostasis,GoProcess
CHEMBL4296169,GO:0009408,response to heat,GoProcess
CHEMBL4296169,GO:0031564,transcription antitermination,GoProcess
CHEMBL4296169,GO:0036460,cellular response to cell envelope stress,GoProcess
CHEMBL4296169,GO:0042128,nitrate assimilation,GoProcess
CHEMBL4296169,GO:0044780,bacterial-type flagellum assembly,GoProcess
CHEMBL4296169,GO:0048870,cell motility,GoProcess
CHEMBL4296169,GO:0071973,bacterial-type flagellum-dependent cell motility,GoProcess
CHEMBL4296169,GO:0090605,submerged biofilm formation,GoProcess
CHEMBL4296169,GO:0005829,cytosol,GoComponent
CHEMBL4296169,GO:0000345,cytosolic DNA-directed RNA polymerase complex,GoComponent
CHEMBL4296169,GO:0000428,DNA-directed RNA polymerase complex,GoComponent
CHEMBL4296169,GO:0008023,transcription elongation factor complex,GoComponent
CHEMBL4296169,GO:0030880,RNA polymerase complex,GoComponent
CHEMBL2044,GO:0005739,mitochondrion,GoComponent
CHEMBL2044,GO:0032144,4-aminobutyrate transaminase complex,GoComponent
CHEMBL2044,GO:0008483,transaminase activity,GoFunction
CHEMBL2044,GO:0030170,pyridoxal phosphate binding,GoFunction
CHEMBL2044,GO:0032145,succinate-semialdehyde dehydrogenase binding,GoFunction
CHEMBL2044,GO:0034386,4-aminobutyrate:2-oxoglutarate transaminase activity,GoFunction
CHEMBL2044,GO:0042802,identical protein binding,GoFunction
CHEMBL2044,GO:0046872,metal ion binding,GoFunction
CHEMBL2044,GO:0047298,(S)-3-amino-2-methylpropionate transaminase activity,GoFunction
CHEMBL2044,GO:0001666,response to hypoxia,GoProcess
CHEMBL2044,GO:0007620,copulation,GoProcess
CHEMBL2044,GO:0007626,locomotory behavior,GoProcess
CHEMBL2044,GO:0009448,gamma-aminobutyric acid metabolic process,GoProcess
CHEMBL2044,GO:0009449,gamma-aminobutyric acid biosynthetic process,GoProcess
CHEMBL2044,GO:0009450,gamma-aminobutyric acid catabolic process,GoProcess
CHEMBL2044,GO:0014053,negative regulation of gamma-aminobutyric acid secretion,GoProcess
CHEMBL2044,GO:0021549,cerebellum development,GoProcess
CHEMBL2044,GO:0031652,positive regulation of heat generation,GoProcess
CHEMBL2044,GO:0032024,positive regulation of insulin secretion,GoProcess
CHEMBL2044,GO:0033602,negative regulation of dopamine secretion,GoProcess
CHEMBL2044,GO:0035640,exploration behavior,GoProcess
CHEMBL2044,GO:0045776,negative regulation of blood pressure,GoProcess
CHEMBL2044,GO:0045964,positive regulation of dopamine metabolic process,GoProcess
CHEMBL2044,GO:0048148,behavioral response to cocaine,GoProcess
CHEMBL2044,GO:0050877,nervous system process,GoProcess
CHEMBL2044,GO:0070474,positive regulation of uterine smooth muscle contraction,GoProcess
CHEMBL2044,GO:0097151,positive regulation of inhibitory postsynaptic potential,GoProcess
CHEMBL2044,GO:1902722,positive regulation of prolactin secretion,GoProcess
CHEMBL2044,GO:1904450,positive regulation of aspartate secretion,GoProcess
CHEMBL5500282,GO:0005886,plasma membrane,GoComponent
CHEMBL5500282,GO:0016020,membrane,GoComponent
CHEMBL5500282,GO:0004180,carboxypeptidase activity,GoFunction
CHEMBL5500282,GO:0008233,peptidase activity,GoFunction
CHEMBL5500282,GO:0008658,penicillin binding,GoFunction
CHEMBL5500282,GO:0008955,peptidoglycan glycosyltransferase activity,GoFunction
CHEMBL5500282,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,GoFunction
CHEMBL5500282,GO:0016740,transferase activity,GoFunction
CHEMBL5500282,GO:0016757,glycosyltransferase activity,GoFunction
CHEMBL5500282,GO:0016787,hydrolase activity,GoFunction
CHEMBL5500282,GO:0000917,division septum assembly,GoProcess
CHEMBL5500282,GO:0006508,proteolysis,GoProcess
CHEMBL5500282,GO:0008360,regulation of cell shape,GoProcess
CHEMBL5500282,GO:0009252,peptidoglycan biosynthetic process,GoProcess
CHEMBL5500282,GO:0043093,FtsZ-dependent cytokinesis,GoProcess
CHEMBL5500282,GO:0051301,cell division,GoProcess
CHEMBL5500282,GO:0071555,cell wall organization,GoProcess
CHEMBL3309036,GO:0005886,plasma membrane,GoComponent
CHEMBL3309036,GO:0016020,membrane,GoComponent
CHEMBL3309036,GO:0004180,carboxypeptidase activity,GoFunction
CHEMBL3309036,GO:0008658,penicillin binding,GoFunction
CHEMBL3309036,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,GoFunction
CHEMBL3309036,GO:0016757,glycosyltransferase activity,GoFunction
CHEMBL3309036,GO:0071972,"peptidoglycan L,D-transpeptidase activity",GoFunction
CHEMBL3309036,GO:0006508,proteolysis,GoProcess
CHEMBL3309036,GO:0008360,regulation of cell shape,GoProcess
CHEMBL3309036,GO:0009252,peptidoglycan biosynthetic process,GoProcess
CHEMBL3309036,GO:0071555,cell wall organization,GoProcess
CHEMBL4296320,GO:0016020,membrane,GoComponent
CHEMBL4296320,GO:0000166,nucleotide binding,GoFunction
CHEMBL4296320,GO:0003723,RNA binding,GoFunction
CHEMBL4296320,GO:0003968,RNA-dependent RNA polymerase activity,GoFunction
CHEMBL4296320,GO:0004386,helicase activity,GoFunction
CHEMBL4296320,GO:0008236,serine-type peptidase activity,GoFunction
CHEMBL4296320,GO:0016887,ATP hydrolysis activity,GoFunction
CHEMBL4296320,GO:0034062,5'-3' RNA polymerase activity,GoFunction
CHEMBL4296320,GO:0140665,ATP-dependent H3-H4 histone complex chaperone activity,GoFunction
CHEMBL4296320,GO:0140849,ATP-dependent H2AZ histone chaperone activity,GoFunction
CHEMBL4296320,GO:0006508,proteolysis,GoProcess
CHEMBL4296320,GO:0039694,viral RNA genome replication,GoProcess
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022627,cytosolic small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0000049,tRNA binding,GoFunction
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015935,small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0000049,tRNA binding,GoFunction
CHEMBL2364096,GO:0003723,RNA binding,GoFunction
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005829,cytosol,GoComponent
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015935,small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0008270,zinc ion binding,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0046872,metal ion binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015935,small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005737,cytoplasm,GoComponent
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015935,small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005737,cytoplasm,GoComponent
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022627,cytosolic small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005737,cytoplasm,GoComponent
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015935,small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022627,cytosolic small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0070181,small ribosomal subunit rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022627,cytosolic small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003723,RNA binding,GoFunction
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0000028,ribosomal small subunit assembly,GoProcess
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005737,cytoplasm,GoComponent
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015935,small ribosomal subunit,GoComponent
CHEMBL2364096,GO:0022627,cytosolic small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003723,RNA binding,GoFunction
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0070181,small ribosomal subunit rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005829,cytosol,GoComponent
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015935,small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015935,small ribosomal subunit,GoComponent
CHEMBL2364096,GO:0022627,cytosolic small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003723,RNA binding,GoFunction
CHEMBL2364096,GO:0003729,mRNA binding,GoFunction
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022627,cytosolic small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015935,small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003723,RNA binding,GoFunction
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005737,cytoplasm,GoComponent
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015935,small ribosomal subunit,GoComponent
CHEMBL2364096,GO:0022627,cytosolic small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0070181,small ribosomal subunit rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005737,cytoplasm,GoComponent
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0000049,tRNA binding,GoFunction
CHEMBL2364096,GO:0003723,RNA binding,GoFunction
CHEMBL2364096,GO:0003729,mRNA binding,GoFunction
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0000028,ribosomal small subunit assembly,GoProcess
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015935,small ribosomal subunit,GoComponent
CHEMBL2364096,GO:0022627,cytosolic small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005737,cytoplasm,GoComponent
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022627,cytosolic small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003723,RNA binding,GoFunction
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005737,cytoplasm,GoComponent
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022627,cytosolic small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003676,nucleic acid binding,GoFunction
CHEMBL2364096,GO:0003729,mRNA binding,GoFunction
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022627,cytosolic small ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0070180,large ribosomal subunit rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015934,large ribosomal subunit,GoComponent
CHEMBL2364096,GO:0022625,cytosolic large ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0070180,large ribosomal subunit rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022625,cytosolic large ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003729,mRNA binding,GoFunction
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0017148,negative regulation of translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0005737,cytoplasm,GoComponent
CHEMBL2364096,GO:0022625,cytosolic large ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0070180,large ribosomal subunit rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015934,large ribosomal subunit,GoComponent
CHEMBL2364096,GO:0022625,cytosolic large ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015934,large ribosomal subunit,GoComponent
CHEMBL2364096,GO:0022625,cytosolic large ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0000049,tRNA binding,GoFunction
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022625,cytosolic large ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022625,cytosolic large ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0008097,5S rRNA binding,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005737,cytoplasm,GoComponent
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022625,cytosolic large ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0022625,cytosolic large ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0000049,tRNA binding,GoFunction
CHEMBL2364096,GO:0003723,RNA binding,GoFunction
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
CHEMBL2364096,GO:0019843,rRNA binding,GoFunction
CHEMBL2364096,GO:0006412,translation,GoProcess
CHEMBL2364096,GO:0005840,ribosome,GoComponent
CHEMBL2364096,GO:0015934,large ribosomal subunit,GoComponent
CHEMBL2364096,GO:1990904,ribonucleoprotein complex,GoComponent
CHEMBL2364096,GO:0003735,structural constituent of ribosome,GoFunction
