compound_name,smiles,mol_weight,source
TOREMIFENE CITRATE,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,598.09,chembl
CHROMIC PHOSPHATE P 32,,147.97,chembl
ATAZANAVIR SULFATE,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,802.95,chembl
ZINC CHLORIDE,[Cl-].[Cl-].[Zn+2],136.30,chembl
SELENIUM SULFIDE,S=[Se]=S,143.09,chembl
MONTELUKAST SODIUM,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],608.18,chembl
SODIUM OXYBATE,O=C([O-])CCCO.[Na+],126.09,chembl
XENON XE 133,[133Xe],132.91,chembl
PIMECROLIMUS,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,810.47,chembl
ERYTHROMYCIN ETHYLSUCCINATE,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,862.06,chembl
NITRIC OXIDE,[N]=O,30.01,chembl
MAGNESIUM ACETATE,CC(=O)[O-].CC(=O)[O-].[Mg+2],142.39,chembl
OLMESARTAN MEDOXOMIL,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,558.60,chembl
MANGANESE CHLORIDE ANHYDROUS,,125.84,chembl
SEVOFLURANE,FCOC(C(F)(F)F)C(F)(F)F,200.05,chembl
PHENYLPROPANOLAMINE HYDROCHLORIDE,CC(N)C(O)c1ccccc1.Cl,187.67,chembl
POTASSIUM PERCHLORATE,[K+].[O-][Cl+3]([O-])([O-])[O-],138.55,chembl
PENTETATE CALCIUM TRISODIUM YB-169,,666.29,chembl
DOXYCYCLINE,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,462.46,chembl
DICLOXACILLIN SODIUM,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],510.33,chembl
CHLORDIAZEPOXIDE HYDROCHLORIDE,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1.Cl,336.22,chembl
HYDROXYAMPHETAMINE HYDROBROMIDE,Br.CC(N)Cc1ccc(O)cc1,232.12,chembl
ALUMINUM HYDROXIDE,O[Al](O)O,78.00,chembl
BENZQUINAMIDE HYDROCHLORIDE,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O.Cl,440.97,chembl
CLOMIPRAMINE HYDROCHLORIDE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,351.32,chembl
OMEGA-3-ACID ETHYL ESTERS,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,687.06,chembl
EVANS BLUE,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],960.82,chembl
CHLORMEZANONE,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,273.74,chembl
HEXYLCAINE HYDROCHLORIDE,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl,297.83,chembl
MAGNESIUM HYDROXIDE,[Mg+2].[OH-].[OH-],58.32,chembl
ESTRAMUSTINE PHOSPHATE SODIUM,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+],564.35,chembl
PIPECURONIUM BROMIDE,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1.[Br-].[Br-],762.71,chembl
PSEUDOEPHEDRINE HYDROCHLORIDE,CN[C@@H](C)[C@@H](O)c1ccccc1.Cl,201.70,chembl
SERTACONAZOLE NITRATE,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1.O=[N+]([O-])O,500.79,chembl
RUBIDIUM CHLORIDE RB 82,[82Rb+].[Cl-],117.37,chembl
GUANIDINE HYDROCHLORIDE,Cl.N=C(N)N,95.53,chembl
CHLORAMPHENICOL SODIUM SUCCINATE,O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1.[Na+],445.19,chembl
POTASSIUM CHLORIDE,[Cl-].[K+],74.55,chembl
AMCINONIDE,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,502.58,chembl
DESFLURANE,FC(F)OC(F)C(F)(F)F,168.04,chembl
FOSAMPRENAVIR CALCIUM,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2],623.68,chembl
MOXIFLOXACIN HYDROCHLORIDE,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,437.90,chembl
MAGNESIUM CARBONATE,O=C([O-])[O-].[Mg+2],84.31,chembl
COLFOSCERIL PALMITATE,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,734.05,chembl
IOXAGLATE SODIUM,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.[Na+],1290.87,chembl
SODIUM FLUORIDE F 18,[18F-].[Na+],40.99,chembl
OXPRENOLOL HYDROCHLORIDE,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,301.81,chembl
AMMONIUM LACTATE,CC(O)C(=O)O.N,107.11,chembl
CARBIDOPA,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,244.25,chembl
LEVOBUPIVACAINE HYDROCHLORIDE,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,324.90,chembl
PROMETHAZINE HYDROCHLORIDE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,320.89,chembl
MERCAPTOPURINE,O.S=c1[nH]cnc2nc[nH]c12,170.20,chembl
PYRIDOXINE HYDROCHLORIDE,Cc1ncc(CO)c(CO)c1O.Cl,205.64,chembl
PANCURONIUM BROMIDE,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],732.68,chembl
AMPICILLIN SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],371.39,chembl
ANAGRELIDE HYDROCHLORIDE,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,292.55,chembl
BALSALAZIDE DISODIUM,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],401.29,chembl
CHLOROTRIANISENE,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,380.87,chembl
BETAMETHASONE SODIUM PHOSPHATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],516.41,chembl
IODOHIPPURATE SODIUM I 131,O=C([O-])CNC(=O)c1ccccc1[131I].[Na+],331.06,chembl
METHACHOLINE CHLORIDE,CC(=O)OC(C)C[N+](C)(C)C.[Cl-],195.69,chembl
CEFTAZIDIME SODIUM,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)[O-].[Na+],568.57,chembl
TRIPELENNAMINE CITRATE,CN(C)CCN(Cc1ccccc1)c1ccccn1.O=C(O)CC(O)(CC(=O)O)C(=O)O,447.49,chembl
IOCETAMIC ACID,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,613.96,chembl
TRIDIHEXETHYL CHLORIDE,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-],353.98,chembl
WARFARIN POTASSIUM,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+],346.42,chembl
TOCAINIDE HYDROCHLORIDE,Cc1cccc(C)c1NC(=O)C(C)N.Cl,228.72,chembl
FLUPREDNISOLONE,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,378.44,chembl
CINACALCET HYDROCHLORIDE,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,393.88,chembl
DEXRAZOXANE HYDROCHLORIDE,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1.Cl,304.73,chembl
TROVAFLOXACIN MESYLATE,CS(=O)(=O)O.N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,512.47,chembl
CITALOPRAM HYDROBROMIDE,Br.CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,405.31,chembl
DEXTROAMPHETAMINE ADIPATE,C[C@H](N)Cc1ccccc1.O=C(O)CCCCC(=O)O,281.35,chembl
PHENOXYBENZAMINE HYDROCHLORIDE,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,340.29,chembl
CISAPRIDE MONOHYDRATE,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC.O,483.97,chembl
TRICLOFOS SODIUM,O=P([O-])(O)OCC(Cl)(Cl)Cl.[Na+],251.37,chembl
METHYPRYLON,CCC1(CC)C(=O)NCC(C)C1=O,183.25,chembl
OXYMETAZOLINE HYDROCHLORIDE,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,296.84,chembl
OXYMORPHONE HYDROCHLORIDE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,337.80,chembl
CLEMASTINE FUMARATE,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,459.97,chembl
CYCLOPHOSPHAMIDE,O.O=P1(N(CCCl)CCCl)NCCCO1,279.10,chembl
TECHNETIUM TC 99M SUCCIMER,,281.13,chembl
TRAZODONE HYDROCHLORIDE,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,408.33,chembl
TRAVOPROST,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,500.55,chembl
CALCIUM ACETATE,CC(=O)[O-].CC(=O)[O-].[Ca+2],158.17,chembl
TALBUTAL,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,224.26,chembl
SOLIFENACIN SUCCINATE,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,480.56,chembl
DICLOFENAC POTASSIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+],334.24,chembl
DILTIAZEM MALATE,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.O=C(O)CC(O)C(=O)O,548.61,chembl
NAPROXEN SODIUM,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+],252.25,chembl
NORELGESTROMIN,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,327.47,chembl
AZELASTINE HYDROCHLORIDE,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl,418.37,chembl
DOXERCALCIFEROL,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,412.66,chembl
ACEBUTOLOL HYDROCHLORIDE,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,372.89,chembl
ACETAZOLAMIDE SODIUM,CC(=O)Nc1nnc(S([NH-])(=O)=O)s1.[Na+],244.23,chembl
LEVOMETHADYL ACETATE HYDROCHLORIDE,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1.Cl,389.97,chembl
ARTICAINE HYDROCHLORIDE,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC.Cl,320.84,chembl
PIPERACILLIN SODIUM,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+],539.55,chembl
PROPYLIODONE,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,447.01,chembl
FLECAINIDE ACETATE,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,474.40,chembl
IRON SUCROSE,,398.14,chembl
METHADONE HYDROCHLORIDE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl,345.91,chembl
LITHIUM CARBONATE,O=C([O-])[O-].[Li+].[Li+],73.89,chembl
CYCRIMINE HYDROCHLORIDE,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,323.91,chembl
GLUCONOLACTONE,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,178.14,chembl
FERROUS SULFATE,,151.91,chembl
SPIRAPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2.Cl,503.09,chembl
TERBINAFINE HYDROCHLORIDE,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12.Cl,327.90,chembl
DIPIVEFRIN HYDROCHLORIDE,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1.Cl,387.90,chembl
TECHNETIUM TC 99M ETIDRONATE,,304.93,chembl
OXICONAZOLE NITRATE,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,492.15,chembl
LEVOBETAXOLOL HYDROCHLORIDE,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1.Cl,343.90,chembl
DIATRIZOATE MEGLUMINE,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,809.13,chembl
PROCAINE HYDROCHLORIDE,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl,272.78,chembl
METHYLERGONOVINE MALEATE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,455.51,chembl
HALCINONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,454.97,chembl
HYDROXYPROGESTERONE CAPROATE,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,428.61,chembl
GANCICLOVIR SODIUM,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1.[Na+],277.22,chembl
HOMATROPINE METHYLBROMIDE,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2.[Br-],370.29,chembl
PENICILLIN V POTASSIUM,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],388.49,chembl
DYDROGESTERONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,312.45,chembl
FLUPHENAZINE DECANOATE,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,591.78,chembl
TICARCILLIN DISODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],428.40,chembl
TECHNETIUM TC 99M TETROFOSMIN,,481.37,chembl
ISOSULFAN BLUE,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)[O-])cc1.[Na+],566.68,chembl
METYROSINE,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,195.22,chembl
MELPHALAN HYDROCHLORIDE,Cl.N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,341.67,chembl
LOTEPREDNOL ETABONATE,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,466.96,chembl
PERFLUBRON,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,498.96,chembl
PHENYL AMINOSALICYLATE,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,229.24,chembl
METRONIDAZOLE HYDROCHLORIDE,Cc1ncc([N+](=O)[O-])n1CCO.Cl,207.62,chembl
TIMOLOL MALEATE,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O,432.50,chembl
PHENTOLAMINE MESYLATE,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,377.47,chembl
TOLBUTAMIDE SODIUM,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1.[Na+],292.34,chembl
FLAVOXATE HYDROCHLORIDE,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl,427.93,chembl
FLUMETHASONE PIVALATE,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,494.58,chembl
TRIAMCINOLONE HEXACETONIDE,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,532.65,chembl
WARFARIN SODIUM,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],330.31,chembl
DIPHEMANIL METHYLSULFATE,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,389.52,chembl
MINOCYCLINE HYDROCHLORIDE,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,493.94,chembl
THONZONIUM BROMIDE,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1.[Br-],591.72,chembl
ALOSETRON HYDROCHLORIDE,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O.Cl,330.82,chembl
TRIMETHOBENZAMIDE HYDROCHLORIDE,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl,424.93,chembl
OXYCODONE HYDROCHLORIDE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314.Cl,351.83,chembl
OXYPHENCYCLIMINE HYDROCHLORIDE,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,380.92,chembl
PROTOKYLOL HYDROCHLORIDE,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1.Cl,367.83,chembl
PHENELZINE SULFATE,NNCCc1ccccc1.O=S(=O)(O)O,234.28,chembl
DINOPROST TROMETHAMINE,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.NC(CO)(CO)CO,475.62,chembl
TYROPANOATE SODIUM,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I.[Na+],663.01,chembl
HALOFANTRINE HYDROCHLORIDE,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12.Cl,536.89,chembl
SECOBARBITAL SODIUM,C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O.[Na+],260.27,chembl
SELEGILINE HYDROCHLORIDE,C#CCN(C)[C@H](C)Cc1ccccc1.Cl,223.75,chembl
OXYPHENONIUM BROMIDE,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.[Br-],428.41,chembl
TRILOSTANE,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,329.44,chembl
HALOBETASOL PROPIONATE,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,484.97,chembl
PREDNISOLONE TEBUTATE,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,458.60,chembl
SULFISOXAZOLE ACETYL,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,309.35,chembl
PHENTERMINE HYDROCHLORIDE,CC(C)(N)Cc1ccccc1.Cl,185.70,chembl
TAMSULOSIN HYDROCHLORIDE,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,444.98,chembl
THIORIDAZINE HYDROCHLORIDE,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,407.05,chembl
ISOETHARINE HYDROCHLORIDE,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.Cl,275.78,chembl
MEBUTAMATE,CCC(C)C(C)(COC(N)=O)COC(N)=O,232.28,chembl
TECHNETIUM TC 99M DISOFENIN,,449.32,chembl
"POTASSIUM PHOSPHATE, MONOBASIC",O=P([O-])(O)O.[K+],136.08,chembl
DEXCHLORPHENIRAMINE MALEATE,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,390.87,chembl
ZINC ACETATE ANHYDROUS,CC(=O)[O-].CC(=O)[O-].[Zn+2],183.48,chembl
ZINC SULFATE,O=S(=O)([O-])[O-].[Zn+2],161.45,chembl
RABEPRAZOLE SODIUM,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C.[Na+],381.43,chembl
TECHNETIUM TC 99M MEDRONATE,,274.91,chembl
IOPAMIDOL,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,777.09,chembl
HEXAFLUORENIUM BROMIDE,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21.[Br-].[Br-],662.55,chembl
NORGESTIMATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,369.51,chembl
DARIFENACIN HYDROBROMIDE,Br.NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,507.47,chembl
PENICILLIN G PROCAINE,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1.O,588.73,chembl
DALFOPRISTIN,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,690.86,chembl
METHYSERGIDE MALEATE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,469.54,chembl
AMMONIUM CHLORIDE,Cl.N,53.49,chembl
METOCLOPRAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O,354.28,chembl
THIAMINE HYDROCHLORIDE,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],337.28,chembl
MERSALYL,,505.85,chembl
SULBACTAM SODIUM,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],255.23,chembl
PENTETATE CALCIUM TRISODIUM,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+].[Na+],497.36,chembl
NANDROLONE DECANOATE,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,428.66,chembl
METIPRANOLOL HYDROCHLORIDE,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C.Cl,345.87,chembl
TRIMIPRAMINE MALEATE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,410.51,chembl
BETAZOLE HYDROCHLORIDE,Cl.NCCc1cc[nH]n1,147.61,chembl
CLIDINIUM BROMIDE,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-],432.36,chembl
