compound_name,smiles
nicotinamide,C1=CC(=CN=C1)C(=O)N
nicotinamide adenine dinucleotide,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
nicotinamide mononucleotide,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)[O-])O)O)C(=O)N
nicotinamide riboside,C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N
nicotine,CN1CCCC1C2=CN=CC=C2
nisoldipine,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
nitrendipine,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
nitroflurbiprofen,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OCCCCO[N+](=O)[O-]
nitrophenyl piperazine containing compound 1,
nitrosodimethylurea,CNC(=O)N(C)N=O
nobiletin,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC
nocodazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3
nolinospiroside f,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(C(CC(C6)OC7C(C(C(C(O7)C)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)C)OC1
norcantharidin,C1CC2C3C(C1O2)C(=O)OC3=O
nordihydroguaiaretic acid,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O
nortriptyline hydrochloride,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
np1,CC1=CC(=C(C=C1)NCCCN)[N+](=O)[O-]
ns-398,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2CCCCC2
nsc 11926 (aristolochic acid i),
nsc 45923 (8-methyoxypsoralen),
nsc170984 (pimozide),
nsc666076,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
nt219,C1=CC(=C(C(=C1C=CC(=S)NCC2=CC(=C(C(=C2)O)O)O)Br)O)O
o13,
o6-benzylguanine,C1=CC=C(C=C1)COC2=NC(=NC3=C2NC=N3)N
obeticholic acid,CCC1C2CC(CCC2(C3CCC4(C(C3C1O)CCC4C(C)CCC(=O)O)C)C)O
octoclothepin maleate,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(=CC(=O)O)C(=O)O
octoclothepin/loxapine,
oleanolic acid,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C
oleic acid,CCCCCCCCC=CCCCCCCCC(=O)O
olive oil,
omega-3 monoacylglyceride docosahexaenoic acid,
omega-6,
ononetin,COC1=CC=C(C=C1)CC(=O)C2=C(C=C(C=C2)O)O
oregano extract,
oridonin,CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
ornithine,C(CC(C(=O)O)N)CN
orotate,C1=C(NC(=O)NC1=O)C(=O)[O-]
ortho-topolin,C1=CC=C(C(=C1)CNC2=NC=NC3=C2NC=N3)O
otophylloside b,CC1C(C(CC(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CCC5(C6CC(C7(C(CCC7(C6(CC=C5C4)O)O)(C(=O)C)O)C)OC(=O)C=C(C)C(C)C)C)C)C)OC)O
oxaloacetate,C(C(=O)C(=O)O)C(=O)O
oxarbazepine,
oxatomide,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5
oxcarbazepine,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
oxoline,C1=CC=C2C(=C1)C(=O)C(=O)C(=O)C2=O
oxyresveratrol,C1=CC(=C(C=C1O)O)C=CC2=CC(=CC(=C2)O)O
p-coumaric acid,C1=CC(=CC=C1C=CC(=O)O)O
p-fluorophenylalanine,C1=CC(=CC=C1CC(C(=O)O)N)F
palmatine,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC
palmitic acid,CCCCCCCCCCCCCCCC(=O)O
palmitoleic acid,CCCCCCC=CCCCCCCCC(=O)O
palmostatin b,CCCCCCCCCCC1C(OC1=O)CCC2=CC(=C(C=C2)OC)OC
palmostatin m,CCCCCCCCCCC1C(OC1=O)CCCCS(=O)(=O)CCCN(C)C
panax notoginseng extract,
pantothenic acid,CC(C)(CO)C(C(=O)NCCC(=O)O)O
para-topolin,C1=CC(=CC=C1CNC2=NC=NC3=C2NC=N3)O
paraquat,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C
paxilline,CC12CCC3C(=CC(=O)C(O3)C(C)(C)O)C1(CCC4C2(C5=C(C4)C6=CC=CC=C6N5)C)O
"pb125 (carnosol, withaferin a and luteolin)",
pd-98059,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
pdmp,CCCCCCCCCC(=O)NC(CN1CCOCC1)C(C)C2=CC=CC=C2.Cl
pergolide methanesulfonate,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC.CS(=O)(=O)O
perphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
peyssonnelia extract,
pf-04457845,C1CN(CCC1=CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=NN=CC=C4
phaseolus vulgaris extract,
phenelzine,C1=CC=C(C=C1)CCNN
phenelzine sulfate,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O
phenformin,C1=CC=C(C=C1)CCN=C(N)N=C(N)N
phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
phenol,C1=CC=C(C=C1)O
phenoxybenzamine hydrochloride,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl
phenyl furoxancarbonitrile,
phenylbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
phenylethanoid glycosides,
phenylfuroxancarbonitrile,
phloridzin,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O
phosphatidylcholine,
phosphatidylethanolamine,CC(=O)OCC(COP(=O)(O)OCCN)OC(=O)C
phosphatidylinositol ether lipid analogue 24,
phosphatidylinositol ether lipid analogue 6,
phosphatidylserine,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)OC(=O)CCCCCCCCCCCCCCCCC
phosphoenolpyruvate,C=C(C(=O)O)OP(=O)(O)O
piceatannol,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O
picolinic acid,C1=CC=NC(=C1)C(=O)O
pictilisib,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
piericidin a,CC=C(C)C(C(C)C=C(C)C=CCC(=CCC1=C(C(=O)C(=C(N1)OC)OC)C)C)O
pilocarpine,CCC1C(COC1=O)CC2=CN=CN2C
pinaverium bromide,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C.[Br-]
pine bark extract,
pineal gland extract,
pinitol,COC1C(C(C(C(C1O)O)O)O)O
pinvarium bromide,
pirenperone,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F
platanus orientalis extract,
platinum nanoparticles,
platycladus orientalis extract,
plumbagin,CC1=CC(=O)C2=C(C1=O)C=CC=C2O
plusminusbutaclamol-hcl,
pnu-74654,CC1=CC=C(O1)C=NNC(=O)C2=CC=CC=C2OC3=CC=CC=C3
podofilox,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O
polydatin,
polygonum multiflorum extract,
polyherbal phytomedicine,
polyvinylpyrrotidone,
pomegrenate juice,
potassium chloride,[Cl-].[K+]
potassium titanium oxalate,C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].O=[Ti+2].[K+].[K+]
pp2 ag1879,
ppg,
pravastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O
prednisolone sodium phosphate,CC12CC(C3C(C1CCC2(C(=O)COP(=O)([O-])[O-])O)CCC4=CC(=O)C=CC34C)O.[Na+].[Na+]
pregnenolone,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
prenol,CC(=CCO)C
proanthocycanidin,
procaine,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N
procaine hcl,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl
procyanidin c1,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C(C(=CC(=C34)O)O)C5C(C(OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O
procyanidins,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC4(C(C(C5=C(C=C(C=C5O4)O)O)O)O)C6=CC(=C(C=C6)O)O
proline,C1CC(NC1)C(=O)O
promazine hydrochloride,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl
promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
promethazine hydrochloride,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl
propafenone hydrochloride,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl
propantheline bromide,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-]
propanthelinebromide,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-]
propionylpromazine hydrochloride,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C.Cl
propyl gallate,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O
protandim,
protocatechuic acid,C1=CC(=C(C=C1C(=O)O)O)O
prunetin,COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O
psora-4,C1=CC=C(C=C1)CCCCOC2=C3C=CC(=O)OC3=CC4=C2C=CO4
psoralea corylifolia extract,
pterostilbene,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC
puer tea extract,
purple sweet potato extract,
putrescine,C(CCN)CN
pyridoxine,CC1=NC=C(C(=C1O)CO)CO
pyrrolidine dithiocarbamate,C1CCN(C1)C(=S)S
pyrroloquinoline quinone,C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O
pyruvate,CC(=O)C(=O)[O-]
q3'g,
q3m,CC(=O)NC1C(CC(C(C1O)O)CO)SC
quercetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
quercetin dihydrate,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O.O.O
quinic acid,C1C(C(C(CC1(C(=O)O)O)O)O)O
quinidine sulfate,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O
r(+)-sch-23390 hydrochloride,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Cl.Cl
rapamycin,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
rasayana diet,
raspberry extract,
rebaudioside a,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)O)O
reishi extract,
reserpine,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
resveratrol,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O
rhodiola rosea extract,
ribes fasciculatum extract,
riboflavin,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
ribose,C1C(C(C(C(O1)O)O)O)O
rifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
rifamycin sv,CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C
ritodrine hydrochloride,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O.Cl
rizatriptan benzoate,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O
rosa damascena extract,
rosmarinic acid,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
rotenone,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC
rotenone ii,
royal jelly,
royalactin,
rutin,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
"s,s-trolox-carnosine",
s-allylmercapto-n-acetylcysteine,CC(=O)N(C(CSCC=C)C(=O)O)S
salicylamide,C1=CC=C(C(=C1)C(=O)N)O
salicylamine,C1=CC=C(C(=C1)CN)O
salicylic acid,C1=CC=C(C(=C1)C(=O)O)O
salsalate,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O
sandalwood oil,
sappanone a,C1C(=CC2=CC(=C(C=C2)O)O)C(=O)C3=C(O1)C=C(C=C3)O
sb203580,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F
sc-560,COC1=CC=C(C=C1)N2C(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)Cl
sch23390,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Cl
scopolamine n-butylbromide,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]
scopolaminenbutylbromide,
scriptaid,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO
scutellarein,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O
secoisolariciresinol diglucoside,COC1=C(C=CC(=C1)CC(COC2C(C(C(C(O2)CO)O)O)O)C(CC3=CC(=C(C=C3)O)OC)COC4C(C(C(C(O4)CO)O)O)O)O
selenocysteine,C(C(C(=O)O)N)[SeH]
selenomethionine,C[Se]CCC(C(=O)O)N
serine,C(C(C(=O)O)N)O
sesame extract,
sesamin,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
sesamol,C1OC2=C(O1)C=C(C=C2)O
sesamolin,C1C2C(COC2OC3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
sevelamer,
sg1002 (hydrogen sulfide donor),
shatavarin iv,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)CO)O)O)O)C)C)C)OC1
shengmai yin,
shi quan da bu wan,
silybin a/b,
silychristin a/b,
silydianin,COC1=C(C=CC(=C1)C2C3COC4(C3C(=CC2C4=O)C5C(C(=O)C6=C(C=C(C=C6O5)O)O)O)O)O
silymarin,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
simvastatin,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
skf83959,CC1=CC(=CC=C1)C2CN(CCC3=C(C(=C(C=C23)O)O)Cl)C
skf83959 hydrobromide,CC1=CC(=CC=C1)C2CN(CCC3=C(C(=C(C=C23)O)O)Cl)C.Br
skf95282,
skf95282 dimaleate,
skq1,CC1=C(C(=O)C(=CC1=O)CCCCCCCCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C.[Br-]
sodim cyclamate,
sodium azide,[N-]=[N+]=[N-].[Na+]
sodium borate,B1(OB2OB(OB(O1)O2)[O-])[O-].O.O.O.O.O.O.O.O.O.O.[Na+].[Na+]
sodium butyrate,CCCC(=O)[O-].[Na+]
sodium chloride,[Na+].[Cl-]
sodium citrate,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+]
sodium fluoride,[F-].[Na+]
sodium hypophosphite,[O-]P=O.[Na+]
sodium l-thiazolidine-4-carboxylate,
sodium metaborate,B(=O)[O-].[Na+]
sodium nitroprusside,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.N#[O+].[Na+].[Na+].[Fe+2]
sodium pyruvate,CC(=O)C(=O)[O-].[Na+]
sodium salicylate,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+]
sodium thiosulfate,[O-]S(=O)(=S)[O-].[Na+].[Na+]
sodium tungstate,[O-][W](=O)(=O)[O-].[Na+].[Na+]
sodium yeast nucleate,
sorbitol,C(C(C(C(C(CO)O)O)O)O)O
soybean trypsin inhibitor,
sp600125,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O
specioside,C1=COC(C2C1C(C3C2(O3)CO)OC(=O)C=CC4=CC=C(C=C4)O)OC5C(C(C(C(O5)CO)O)O)O
spermidine,C(CCNCCCN)CN
spermine,C(CCNCCCN)CNCCCN
sqdb,
sr27897,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl
srt1720 (sirt1 activator),
stachys lavandulifolia extract,
staurosporine,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
stx64,C1CCC2=C(CC1)C(=O)OC3=C2C=CC(=C3)OS(=O)(=O)N
su 4312,CN(C)C1=CC=C(C=C1)C=C2C3=CC=CC=C3NC2=O
succinate,C(CC(=O)[O-])C(=O)[O-]
sucrose,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
sulfacetamide,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
sulfamerazine,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N
sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
sulforaphane,CS(=O)CCCCN=C=S
sulindac,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
sulindac sulfide,CC1=C(C2=C(C1=CC3=CC=C(C=C3)SC)C=CC(=C2)F)CC(=O)O
supercinnamaldehyde,CC(=O)C=C1C2=CC=CC=C2N(C1=O)C
syringaresinol,COC1=CC(=CC(=C1O)OC)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)O)OC
tamarixetin,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
tanespimycin,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC
tannic acid,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O
tartaric acid,C(C(C(=O)O)O)(C(=O)O)O
tartrate,C(C(C(=O)[O-])O)(C(=O)[O-])O
taurine,C(CS(=O)(=O)O)N
taxifolin,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
tectochrysin,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O
terreic acid,CC1=C(C(=O)C2C(C1=O)O2)O
tert-butyl hydroperoxide,CC(C)(C)OO
tetracaine,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
tetracaine hcl,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl
tetracycline hcl,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl
tetraethylammonium chloride,CC[N+](CC)(CC)CC.[Cl-]
tetrahydrocurcumin,COC1=C(C=CC(=C1)CCC(=O)CC(=O)CCC2=CC(=C(C=C2)O)OC)O
tetramethylpyrazine,CC1=C(N=C(C(=N1)C)C)C
thapsigargin,CCCCCCCC(=O)OC1C2C(=C(C1OC(=O)C(=CC)C)C)C3C(C(CC2(C)OC(=O)C)OC(=O)CCC)(C(C(=O)O3)(C)O)O
theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C
theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2
thiazolidine carboxylic acid,C1C(NCS1)C(=O)O
thioflavin t,CC1=CC2=C(C=C1)[N+](=C(S2)C3=CC=C(C=C3)N(C)C)C.[Cl-]
thioridazine hydrochloride,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl
thiostrepton,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C
threonine,CC(C(C(=O)O)N)O
thymidine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
thymine,CC1=CNC(=O)NC1=O
thymus extract,
thyroxin,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
tiapride hydrochloride,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl
tiliroside,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O
tinospora cordifolia extract,
tm5441 (pai-1 inhibitor),
tocotrienol,CC(=CCCC(=CCCC(=CCCC1(CCC2=C(O1)C=CC(=C2)O)C)C)C)C
tomatidine,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)NC1
torin 1,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)N3C(=O)C=CC4=CN=C5C=CC(=CC5=C43)C6=CC7=CC=CC=C7N=C6)C(F)(F)F
tpen,C1=CC=NC(=C1)CN(CCN(CC2=CC=CC=N2)CC3=CC=CC=N3)CC4=CC=CC=N4
trametinib,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5
"trans-2,40,5-trihydroxystilbene",
"trans-3,5-dimethoxy-4-fluoro-4'-hydroxystilbene",
trans-zeatin,CC(=CCNC1=NC=NC2=C1NC=N2)CO
trehalose,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O
trequinsin hydrochloride,CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C.Cl
trichostatin a,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
trielaidin,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC
trifluoperazine-hcl,
triflupromazine hydrochloride,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F.Cl
triiodothyronine,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
trilobatin,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)OC3C(C(C(C(O3)CO)O)O)O)O)O
trimethadione,CC1(C(=O)N(C(=O)O1)C)C
trimethobenzamine-hcl,
triolein,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC
tripelennamine hcl,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.Cl
triptolide,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C
trolox,CC1=C(C2=C(CCC(O2)(C)C(=O)O)C(=C1O)C)C
tryptophan,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
tryptophen,
turmeric extract,
tyrosine,C1=CC(=CC=C1CC(C(=O)O)N)O
tyrosine-alanine dipeptide,CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N
tyrosol,C1=CC(=CC=C1CCO)O
tyrphostin 1,COC1=CC=C(C=C1)C=C(C#N)C#N
tyrphostin 9,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C#N
tyrphostin ag 1295,CC1=CC2=NC=C(N=C2C=C1C)C3=CC=CC=C3
tyrphostin ag 1478,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC
uracil,C1=CNC(=O)NC1=O
urb597,C1CCC(CC1)NC(=O)OC2=CC=CC(=C2)C3=CC(=CC=C3)C(=O)N
uric acid,C12=C(NC(=O)N1)NC(=O)NC2=O
urolithin a,C1=CC2=C(C=C1O)C(=O)OC3=C2C=CC(=C3)O
urolithin b,C1=CC=C2C(=C1)C3=C(C=C(C=C3)O)OC2=O
urolithin c,C1=CC2=C(C=C1O)OC(=O)C3=CC(=C(C=C23)O)O
urolithin d,C1=CC(=C(C2=C1C3=CC(=C(C=C3C(=O)O2)O)O)O)O
ursodeoxycholic acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
ursolic  acid,
vaccinium angustifolium extract,
valine,CC(C)C(C(=O)O)N
valproic acid,CCCC(CCC)C(=O)O
vanadyl sulfate,[O-]S(=O)(=O)[O-].O=[V+2]
verapamil,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
